Description	subset	activity	state
Ribosome biogenesis in eukaryotes	A04_DNB	0.967151971697831	0.983357689181505
Regulation of actin cytoskeleton	A04_DNB	0.975779733671842	0.599127433080503
Colorectal cancer	A04_DNB	0.98053584804278	0.0816746284606736
Protein processing in endoplasmic reticulum	A04_DNB	0.990091582193321	3.43727838025026e-05
Spliceosome	A04_DNB	0.998896256346821	0.899613260773989
Chemical carcinogenesis - reactive oxygen species	A04_DNB	0.99907520131873	3.92028800432592e-08
DNA replication	A05_PB	1.07649011858284e-07	0.785327100086383
Cell cycle	A05_PB	2.55822832749177e-06	0.637693943197851
Fanconi anemia pathway	A05_PB	1.71047622468923e-05	0.887743867844736
Homologous recombination	A05_PB	9.00647885462674e-05	NA
Proteasome	A05_PB	0.000131818572237571	4.69107675009483e-06
Ribosome biogenesis in eukaryotes	A05_PB	0.000361829402027651	0.484428110500522
Mismatch repair	A05_PB	0.000467071767905024	0.512964849954198
p53 signaling pathway	A05_PB	0.00341871270257899	0.177672773159137
Base excision repair	A05_PB	0.00378396743444355	0.756876455910925
Oocyte meiosis	A05_PB	0.0109850639581701	0.402222295650682
Necroptosis	A05_PB	0.0153351955879547	0.0160803245727838
Cellular senescence	A05_PB	0.0203968846914561	0.0557289271114991
Apoptosis	A05_PB	0.0324582790625794	0.188020037795963
Spliceosome	A05_PB	0.0701848055102697	0.360876158584932
Mitophagy - animal	A05_PB	0.119638847002878	0.25356309935182
Ribosome	A05_PB	0.140413702832989	0.13396104387758
Protein processing in endoplasmic reticulum	A05_PB	0.158786802353537	0.798669981578664
Lysosome	A05_PB	0.244570144587756	0.871410815864942
Pathways in cancer	A05_PB	0.253852560877044	0.00322630246206209
Viral carcinogenesis	A05_PB	0.279131749892875	0.00195140959684851
Apoptosis - multiple species	A05_PB	0.314124876073243	0.690175058208454
Autophagy - animal	A05_PB	0.337420059516524	0.0838566112241038
Glioma	A05_PB	0.592814763484613	0.204930979284448
Chemical carcinogenesis - reactive oxygen species	A05_PB	0.603481145067049	0.0343868285436146
Colorectal cancer	A05_PB	0.6184946299796	0.877827543532714
Bladder cancer	A05_PB	0.67350092900437	0.290893886922251
Protein export	A05_PB	0.70008809215022	0.538419231460758
Endocytosis	A05_PB	0.712152895079422	0.0377113523056075
Acute myeloid leukemia	A05_PB	0.72939723663214	0.366955482557085
Tight junction	A05_PB	0.797024232927679	0.535119671555179
Transcriptional misregulation in cancer	A05_PB	0.80443712969568	0.867064841890171
PD-L1 expression and PD-1 checkpoint pathway in cancer	A05_PB	0.880786226833273	0.17272608333774
Thyroid cancer	A05_PB	0.95030698728002	0.756876455910925
Central carbon metabolism in cancer	A05_PB	0.986844949504888	0.473455126965496
Phagosome	A05_PB	0.987902706974928	0.127911589867167
Regulation of actin cytoskeleton	A05_PB	0.999251293602729	0.713692900030158
Proteasome	B01_Th1	1.27279470558901e-10	1.35976284716529e-16
Cell cycle	B01_Th1	4.16630207683621e-08	4.80323581868106e-08
Chemical carcinogenesis - reactive oxygen species	B01_Th1	1.0253742595654e-06	9.08375918342001e-05
DNA replication	B01_Th1	3.84096988895135e-06	0.0007146060099911
Spliceosome	B01_Th1	1.72957169233158e-05	0.718209348075347
Oocyte meiosis	B01_Th1	0.000490918633602619	0.000322518073805148
Mismatch repair	B01_Th1	0.000763432304855918	0.0843300512932929
Base excision repair	B01_Th1	0.00103371805841592	0.332913304570011
Fanconi anemia pathway	B01_Th1	0.00241897060840315	0.00285365080711261
Ribosome	B01_Th1	0.00316240728059483	0.998761607510634
Homologous recombination	B01_Th1	0.00711565700268059	0.0355132436670783
Protein export	B01_Th1	0.0227830322136673	0.774858825671735
p53 signaling pathway	B01_Th1	0.024175950403526	0.00290948943643988
Necroptosis	B01_Th1	0.061758794111251	0.0453174973376499
Cellular senescence	B01_Th1	0.0642623157356122	0.00215394031019559
Bladder cancer	B01_Th1	0.0695853866155919	0.232841837741494
Ribosome biogenesis in eukaryotes	B01_Th1	0.085857619025125	0.519217234605123
Mitophagy - animal	B01_Th1	0.109990185794914	0.823793042735995
Glioma	B01_Th1	0.170493807510749	0.0211958490375771
Apoptosis - multiple species	B01_Th1	0.172526874504211	0.0196754428383898
Colorectal cancer	B01_Th1	0.241107410455096	0.209962788686213
Viral carcinogenesis	B01_Th1	0.271481288281285	5.03849231956101e-05
Protein processing in endoplasmic reticulum	B01_Th1	0.308422279457737	0.374352223304533
Endocytosis	B01_Th1	0.374463476312721	0.0217956916941579
Thyroid cancer	B01_Th1	0.535221608800855	0.490740303682415
PD-L1 expression and PD-1 checkpoint pathway in cancer	B01_Th1	0.53592017727842	0.730013379494535
Apoptosis	B01_Th1	0.610850141179583	0.0230062453393203
Central carbon metabolism in cancer	B01_Th1	0.662072500681614	0.0379012059187535
Acute myeloid leukemia	B01_Th1	0.678170391801541	0.661112075684219
Tight junction	B01_Th1	0.741962012479157	0.0840337533814448
Lysosome	B01_Th1	0.774644960209146	0.982798358350075
Pathways in cancer	B01_Th1	0.854959255806346	0.0302678570551472
Regulation of actin cytoskeleton	B01_Th1	0.870243651029497	0.00402239732838342
Autophagy - animal	B01_Th1	0.934680802032588	0.619441632538149
Phagosome	B01_Th1	0.98206066706629	0.143041462650067
Transcriptional misregulation in cancer	B01_Th1	0.999984855885124	0.456344095833019
Ribosome	B02_Th2	2.85992845971343e-25	0.999452299908917
Necroptosis	B02_Th2	0.0231046397862561	0.00612888848600052
Fanconi anemia pathway	B02_Th2	0.0886150646953116	0.772908549909555
Lysosome	B02_Th2	0.193467309484414	0.919730944204696
Mitophagy - animal	B02_Th2	0.214694756211498	0.245039123066159
Thyroid cancer	B02_Th2	0.253527604390772	0.00134126094849233
p53 signaling pathway	B02_Th2	0.270009001293829	0.00218790280883399
Colorectal cancer	B02_Th2	0.273698485853257	0.000140045531224397
Glioma	B02_Th2	0.280385667481164	0.176426791496539
Acute myeloid leukemia	B02_Th2	0.296062394317996	0.0341735432805562
Autophagy - animal	B02_Th2	0.336775211951194	0.132889564152181
Apoptosis - multiple species	B02_Th2	0.354510822929539	0.000301940874880725
Homologous recombination	B02_Th2	0.358932243476046	0.892466592027043
Endocytosis	B02_Th2	0.382715588254801	0.046133479589754
Apoptosis	B02_Th2	0.398583826274681	0.00106645332436157
Ribosome biogenesis in eukaryotes	B02_Th2	0.426095698881239	0.951129325862391
Pathways in cancer	B02_Th2	0.43937740146559	4.89437360436128e-06
Bladder cancer	B02_Th2	0.475725493925405	0.0058829082759597
Proteasome	B02_Th2	0.486319777696817	1.23078942127414e-06
Transcriptional misregulation in cancer	B02_Th2	0.554955441714865	0.227945201652725
Viral carcinogenesis	B02_Th2	0.592733566113003	0.0234692391316084
Base excision repair	B02_Th2	0.680479789807246	0.815812049182572
Protein export	B02_Th2	0.681938904672277	0.726411151544935
Central carbon metabolism in cancer	B02_Th2	0.704114660510882	0.199595350403713
Cellular senescence	B02_Th2	0.706741210141064	0.105156425042609
PD-L1 expression and PD-1 checkpoint pathway in cancer	B02_Th2	0.71325603742528	0.295041868406533
Oocyte meiosis	B02_Th2	0.820357005471298	0.464450373877695
Phagosome	B02_Th2	0.849409018192145	0.839181888268194
Chemical carcinogenesis - reactive oxygen species	B02_Th2	0.867235381222245	0.0041001652577455
Spliceosome	B02_Th2	0.882609369577111	0.967064099101848
DNA replication	B02_Th2	0.891505332359398	0.704708184241509
Regulation of actin cytoskeleton	B02_Th2	0.893522649707525	0.0650478329521007
Mismatch repair	B02_Th2	0.900205882205182	0.882534795595757
Tight junction	B02_Th2	0.950158437960942	0.0651773163380774
Protein processing in endoplasmic reticulum	B02_Th2	0.963868380756533	0.296651240312501
Cell cycle	B02_Th2	0.972369565541837	0.0501016559569176
Ribosome	B03_TH17	8.02084960540669e-35	0.997227383569922
Necroptosis	B03_TH17	0.0120477377820379	0.00040014966022573
Apoptosis - multiple species	B03_TH17	0.0184791247591887	0.100797146388198
p53 signaling pathway	B03_TH17	0.029155709559861	0.000803142772948503
Proteasome	B03_TH17	0.0586597679452816	0.0517431003148618
Apoptosis	B03_TH17	0.085563445550639	0.0394505928654394
Thyroid cancer	B03_TH17	0.0950398201340422	0.0142900483531531
Glioma	B03_TH17	0.123846410454806	0.312465520912332
Colorectal cancer	B03_TH17	0.123850026128689	0.101348028065863
Homologous recombination	B03_TH17	0.158570369859225	NA
Mitophagy - animal	B03_TH17	0.164971897501706	0.201948738780788
Bladder cancer	B03_TH17	0.231135902197165	0.0164764130946732
Fanconi anemia pathway	B03_TH17	0.26968901631108	0.77693208299181
Ribosome biogenesis in eukaryotes	B03_TH17	0.355149726827743	0.809427542775857
Lysosome	B03_TH17	0.406926996809468	0.636926130172024
Central carbon metabolism in cancer	B03_TH17	0.465764833224697	0.869875639581194
Autophagy - animal	B03_TH17	0.466052657210782	0.678671347129957
Viral carcinogenesis	B03_TH17	0.479416322965621	0.0310983943704648
Spliceosome	B03_TH17	0.492497523468294	0.999539600225383
Cellular senescence	B03_TH17	0.498027432768231	0.365278960788933
Oocyte meiosis	B03_TH17	0.499190059215071	0.949966745187673
Chemical carcinogenesis - reactive oxygen species	B03_TH17	0.510024901518947	0.984521169751857
Regulation of actin cytoskeleton	B03_TH17	0.548641927879303	0.249703176924354
Acute myeloid leukemia	B03_TH17	0.551716149511702	0.0328411448699383
Protein export	B03_TH17	0.645513112465478	NA
PD-L1 expression and PD-1 checkpoint pathway in cancer	B03_TH17	0.645658766225428	0.205748519001592
Pathways in cancer	B03_TH17	0.682225989018128	0.00211404870606959
Transcriptional misregulation in cancer	B03_TH17	0.683032826235972	0.0200049274865682
Protein processing in endoplasmic reticulum	B03_TH17	0.73800571874875	0.919448504601711
Cell cycle	B03_TH17	0.743080425025016	0.61939668979199
Endocytosis	B03_TH17	0.78501436579081	0.0714656708952854
Base excision repair	B03_TH17	0.845067316225062	0.879117014873733
Mismatch repair	B03_TH17	0.883764814559496	NA
Tight junction	B03_TH17	0.921964946518972	0.95185668364493
Phagosome	B03_TH17	0.929692240784484	0.794696708587457
Ribosome	B04_Tfh	3.63058254863487e-21	0.999983257287062
Necroptosis	B04_Tfh	0.0284555874834778	0.00019214164418328
Mitophagy - animal	B04_Tfh	0.0373421722285726	0.0780259231257231
Apoptosis - multiple species	B04_Tfh	0.0506640485333679	0.0321255767183358
Lysosome	B04_Tfh	0.0534500038782391	0.771536160826423
Glioma	B04_Tfh	0.0971330008229942	0.0503972374682734
p53 signaling pathway	B04_Tfh	0.184734598156798	0.0322647923741221
Thyroid cancer	B04_Tfh	0.196010460416935	0.0644622441570802
Apoptosis	B04_Tfh	0.214221924661688	0.00275400769039203
PD-L1 expression and PD-1 checkpoint pathway in cancer	B04_Tfh	0.218492569969523	0.151792116829303
Central carbon metabolism in cancer	B04_Tfh	0.221879759308375	0.0303697375236401
Colorectal cancer	B04_Tfh	0.443613559636589	0.0234056240285719
Acute myeloid leukemia	B04_Tfh	0.449652012546823	0.106572391826548
Transcriptional misregulation in cancer	B04_Tfh	0.46451223895299	0.00633356850805033
Base excision repair	B04_Tfh	0.569733572013429	0.274201400219736
Bladder cancer	B04_Tfh	0.594252984817149	0.0110027006604538
Ribosome biogenesis in eukaryotes	B04_Tfh	0.595197264506504	0.963384068927088
Endocytosis	B04_Tfh	0.596429425553667	0.0600212759997463
Fanconi anemia pathway	B04_Tfh	0.640187788420453	0.396422790906064
Pathways in cancer	B04_Tfh	0.644872268335764	1.55801898460922e-05
Autophagy - animal	B04_Tfh	0.672241302938871	0.247917679236519
Regulation of actin cytoskeleton	B04_Tfh	0.689812267757224	0.0566066481868526
Phagosome	B04_Tfh	0.748685513492071	0.225314141540665
Tight junction	B04_Tfh	0.81658571024134	0.481994622041147
Oocyte meiosis	B04_Tfh	0.854341658493729	0.455131320648174
Chemical carcinogenesis - reactive oxygen species	B04_Tfh	0.891395778484356	0.97855060666119
Proteasome	B04_Tfh	0.911453128137853	0.0106157489391492
Spliceosome	B04_Tfh	0.918290284776212	0.999993929437089
Mismatch repair	B04_Tfh	0.931720688830387	0.951237933985627
Homologous recombination	B04_Tfh	0.952115798095542	0.767386468173937
Protein processing in endoplasmic reticulum	B04_Tfh	0.963955062767212	0.0491980649959334
Viral carcinogenesis	B04_Tfh	0.974530093195258	0.0025532497552742
DNA replication	B04_Tfh	0.988664710842234	0.865523757013129
Cellular senescence	B04_Tfh	0.99036323566212	0.0768193736643132
Cell cycle	B04_Tfh	0.997395630818652	0.0260426961072707
Ribosome	B05_NCD4	1.31745802234625e-30	0.978498669620064
Necroptosis	B05_NCD4	1.34279181217132e-05	0.000151986606490507
Apoptosis	B05_NCD4	0.0460897888154242	0.0035083880010754
Lysosome	B05_NCD4	0.0779196225126797	0.749741130279597
Ribosome biogenesis in eukaryotes	B05_NCD4	0.114424054077459	0.551961421571852
Mitophagy - animal	B05_NCD4	0.157056485711488	0.215088352131071
PD-L1 expression and PD-1 checkpoint pathway in cancer	B05_NCD4	0.194812593317668	0.108816893947582
Homologous recombination	B05_NCD4	0.203138855283565	0.305611092084004
Apoptosis - multiple species	B05_NCD4	0.215965476653168	0.0804713637089537
p53 signaling pathway	B05_NCD4	0.332326891833175	0.748672665540663
Transcriptional misregulation in cancer	B05_NCD4	0.454838921364623	0.420859230365434
Thyroid cancer	B05_NCD4	0.523185438561534	0.432737055474712
Bladder cancer	B05_NCD4	0.543822131348875	0.634447334999491
Tight junction	B05_NCD4	0.574198557896051	0.205144669257479
Acute myeloid leukemia	B05_NCD4	0.578224067683703	0.0563182695169423
Phagosome	B05_NCD4	0.595275950537412	0.0873042735289777
Central carbon metabolism in cancer	B05_NCD4	0.69378346956654	0.0845113727564061
Endocytosis	B05_NCD4	0.713596461465117	0.450815757984107
Fanconi anemia pathway	B05_NCD4	0.733199338015329	0.795568084305135
Protein processing in endoplasmic reticulum	B05_NCD4	0.734218300574453	0.00571532200221562
Cellular senescence	B05_NCD4	0.735398392277695	0.202159458657925
Autophagy - animal	B05_NCD4	0.737215875909478	0.339772205396775
Glioma	B05_NCD4	0.744785056144231	0.435634434042401
Viral carcinogenesis	B05_NCD4	0.755590223634563	0.0060534380556575
Colorectal cancer	B05_NCD4	0.776809481120023	0.150609303192153
Mismatch repair	B05_NCD4	0.838051028259902	0.867772719252411
Chemical carcinogenesis - reactive oxygen species	B05_NCD4	0.856026563091499	3.96468657835536e-09
Regulation of actin cytoskeleton	B05_NCD4	0.906245215074842	0.00077946141456615
Cell cycle	B05_NCD4	0.940875824146446	0.851369546353463
Base excision repair	B05_NCD4	0.942965589883426	0.87593799185534
DNA replication	B05_NCD4	0.952082601515058	0.906339563281112
Proteasome	B05_NCD4	0.97813601225058	6.26917458711328e-13
Pathways in cancer	B05_NCD4	0.988252786356619	0.0487133262590737
Oocyte meiosis	B05_NCD4	0.991004902495464	0.401855949500083
Spliceosome	B05_NCD4	0.991379268241602	0.441437394872736
Ribosome	B06_MCD4	6.06172507340437e-16	0.992885740889122
DNA replication	B06_MCD4	7.99789218678761e-06	0.995571925278074
Cell cycle	B06_MCD4	5.03912971919304e-05	0.924975362207222
Lysosome	B06_MCD4	0.00479518629223939	0.625244132747999
Oocyte meiosis	B06_MCD4	0.00534678092199172	0.900218127602227
p53 signaling pathway	B06_MCD4	0.00804669837446284	0.353515508965686
Fanconi anemia pathway	B06_MCD4	0.0153732579169892	0.809051141739877
Cellular senescence	B06_MCD4	0.0366578405517343	0.578329424261597
Apoptosis - multiple species	B06_MCD4	0.075719236526595	0.00586254568950325
Glioma	B06_MCD4	0.0776582921747674	0.114924794926785
Mitophagy - animal	B06_MCD4	0.0831723062788346	0.264889038175189
Base excision repair	B06_MCD4	0.0871347736667076	0.993475205913406
Homologous recombination	B06_MCD4	0.116555222170093	0.957439916873065
Mismatch repair	B06_MCD4	0.118653164521825	0.811548313920592
Proteasome	B06_MCD4	0.169524949017603	3.11522678996202e-13
Necroptosis	B06_MCD4	0.205542531881525	0.0148036956455839
Apoptosis	B06_MCD4	0.237565185802901	0.0760221030962548
Pathways in cancer	B06_MCD4	0.245465703958733	0.00857409550012972
Endocytosis	B06_MCD4	0.268845179892546	0.280717206660692
Bladder cancer	B06_MCD4	0.312248766933669	0.113921398580968
Viral carcinogenesis	B06_MCD4	0.350574831304493	0.000588551369206472
Transcriptional misregulation in cancer	B06_MCD4	0.403094274887652	0.20262245031912
Colorectal cancer	B06_MCD4	0.426754573366096	0.0644346401236944
Thyroid cancer	B06_MCD4	0.582311160200651	0.0966014441622992
Chemical carcinogenesis - reactive oxygen species	B06_MCD4	0.614621535276026	0.000133945301654258
PD-L1 expression and PD-1 checkpoint pathway in cancer	B06_MCD4	0.753740621148188	0.0424466387854363
Acute myeloid leukemia	B06_MCD4	0.765844371173024	0.0758371379671896
Protein processing in endoplasmic reticulum	B06_MCD4	0.776950147081031	0.00664238640379648
Central carbon metabolism in cancer	B06_MCD4	0.911054027402943	0.00350055627368627
Autophagy - animal	B06_MCD4	0.920257986674977	0.442534728634505
Regulation of actin cytoskeleton	B06_MCD4	0.925444592884949	0.00158011692404677
Tight junction	B06_MCD4	0.951523687638845	0.159830105715549
Ribosome biogenesis in eukaryotes	B06_MCD4	0.969777319740091	0.72860256303594
Phagosome	B06_MCD4	0.97631730724445	0.131331617930762
Spliceosome	B06_MCD4	0.995841665269429	0.304796696031929
Protein export	B06_MCD4	0.99798172387727	0.653455587342476
Ribosome	B07_aTreg	4.1173182855948e-06	0.992986441008313
Lysosome	B07_aTreg	0.0101082889851461	0.580859003036909
Autophagy - animal	B07_aTreg	0.144881827993674	0.512588415341123
Necroptosis	B07_aTreg	0.169408795989632	0.000576390214961762
Mitophagy - animal	B07_aTreg	0.257718592873193	0.132224209640911
PD-L1 expression and PD-1 checkpoint pathway in cancer	B07_aTreg	0.318558209716724	0.0251638966189531
Acute myeloid leukemia	B07_aTreg	0.356679195456073	0.331898625410099
Protein processing in endoplasmic reticulum	B07_aTreg	0.377763031794541	0.00150381497535566
Fanconi anemia pathway	B07_aTreg	0.425640336504258	0.987484832040777
Central carbon metabolism in cancer	B07_aTreg	0.440901662554068	0.140883522029165
Endocytosis	B07_aTreg	0.477068910514732	0.853903697138269
Pathways in cancer	B07_aTreg	0.477900229140332	0.00651652499516488
Apoptosis	B07_aTreg	0.503781727637169	0.00839144531716775
Glioma	B07_aTreg	0.509390076063091	0.483352340734574
Oocyte meiosis	B07_aTreg	0.604257556265914	0.906080555305443
Proteasome	B07_aTreg	0.611074175811914	0.384277696416832
Thyroid cancer	B07_aTreg	0.617764943475404	0.184209495614402
Bladder cancer	B07_aTreg	0.638343053230442	0.385754631187237
