Description	subset	state_P	activity_P	state_logP	activity_logP
FOXE1_TARGET_GENES	B06_MCD4	0.311201844498779	0.0380017991445488	0.506957837603725	1.42019584180284
TAF9B_TARGET_GENES	B06_MCD4	0.412234880685778	0.2250689778779	0.384855263773555	0.647684361351776
HES2_TARGET_GENES	B06_MCD4	0.443328605466001	0.0115897480316461	0.353274245251018	1.93592600576679
KAT5_TARGET_GENES	B06_MCD4	0.552722325698589	0.232477980147435	0.257492992932466	0.633618176336806
BARX2_TARGET_GENES	B06_MCD4	0.562466666412448	0.391977565308486	0.249903210144764	0.406738788952881
SNRNP70_TARGET_GENES	B06_MCD4	0.781139265313489	0.154876696985732	0.107271531083876	0.810013922020228
ZFHX3_TARGET_GENES	B06_MCD4	0.943598318209156	0.0684428587315158	0.0252128418359697	1.1646718590755
SETD7_TARGET_GENES	B06_MCD4	0.954915835522902	0.128617573106278	0.0200349046243668	0.890699689408013
MORC2_TARGET_GENES	B06_MCD4	0.965692296258877	0.882131970622524	0.0151612331340268	0.0544664377415289
NFRKB_TARGET_GENES	B06_MCD4	0.974849111337267	0.869934823735653	0.0110625998755878	0.060513283878248
E2F5_TARGET_GENES	B06_MCD4	0.983542962976174	9.98766026422977e-05	0.00720666454387998	4.00053623883568
HSD17B8_TARGET_GENES	B06_MCD4	0.999998425832949	2.51833345184673e-19	6.836526019541e-07	18.5988867656066
HSD17B8_TARGET_GENES	B01_Th1	1.14000963355986e-25	1.11883243433869e-25	24.9430914786774	24.9512349521592
GATTGGY_NFY_Q6_01	B01_Th1	5.0871945626334e-06	0.0058347021106981	5.29352165221291	2.23398131185212
HOXA2_TARGET_GENES	B01_Th1	1.05653839964004e-05	7.53445595180608e-09	4.97611471399386	8.12294810176459
IRF9_TARGET_GENES	B01_Th1	6.11764648747041e-05	0.0664999014703836	4.21341562264011	1.17717899816908
ASH1L_TARGET_GENES	B01_Th1	0.000130412239889119	1.19946126494757e-07	3.88468164582157	6.92101377244909
E2F5_TARGET_GENES	B01_Th1	0.000399964286843292	2.72173690353892e-08	3.39797878547034	7.56515385814209
ZFHX3_TARGET_GENES	B01_Th1	0.000601692120332131	1.46450324844056e-10	3.22062567592513	9.83430966066504
BACH2_TARGET_GENES	B01_Th1	0.000677322445549314	0.0568693982744402	3.16920453222371	1.24512136692056
ZNF318_TARGET_GENES	B01_Th1	0.000851437232737103	0.0668355660052739	3.06984736235865	1.17499236971995
BARX2_TARGET_GENES	B01_Th1	0.00108300879516731	1.2544870973443e-10	2.96536801643366	9.90153380113374
TERF1_TARGET_GENES	B01_Th1	0.00244792894736444	0.386539041523171	2.61120119200661	0.412806634574189
IRF2_01	B01_Th1	0.00467989447182044	0.200474882672453	2.32976393983673	0.697940032021715
PSMB5_TARGET_GENES	B01_Th1	0.00542562540122742	0.439584082307057	2.26555019431859	0.356958042116086
AML1_01	B01_Th1	0.00869685684090688	0.814908208951172	2.06063767879459	0.0888913073226793
MAML1_TARGET_GENES	B01_Th1	0.00882902669479775	0.9792548430957	2.05408717007779	0.00910427188677346
NAB2_TARGET_GENES	B01_Th1	0.00985546458680795	0.000278677596098578	2.00632289825097	3.55489794438989
ZNF84_TARGET_GENES	B01_Th1	0.0122602458204866	1.48137629156141e-07	1.91150082203534	6.82933461022206
IRF7_01	B01_Th1	0.0175395932972838	0.331839147434324	1.75598048114063	0.479072381084942
KAT5_TARGET_GENES	B01_Th1	0.0352533600411949	1.73606549338169e-07	1.45279948355751	6.76043389501336
IRF1_01	B01_Th1	0.048510114646003	0.409826007897905	1.31416769898623	0.387400484372743
NFRKB_TARGET_GENES	B01_Th1	0.0569040282823155	2.17303866152541e-07	1.24485698845806	6.66293254687884
PPARGC1A_TARGET_GENES	B01_Th1	0.106835545135456	0.606212956628683	0.97128422963069	0.217374785665184
RYTTCCTG_ETS2_B	B01_Th1	0.109296437214939	0.874856066522991	0.961393994711879	0.058063392299577
BCL6B_TARGET_GENES	B01_Th1	0.130160944527559	0.571070103650546	0.885519308552924	0.243310575187097
FOXE1_TARGET_GENES	B01_Th1	0.136483777167318	0.00563105997559874	0.864918966977957	2.24940984702716
PHF2_TARGET_GENES	B01_Th1	0.138057075688987	6.83518058075109e-06	0.859941330032074	5.16525000718427
ELF1_Q6	B01_Th1	0.142345310044109	0.935646446381283	0.846656837301837	0.0288882275357967
SETD7_TARGET_GENES	B01_Th1	0.142891026882019	6.17803076159919e-09	0.844995042713446	8.20914993359373
TATA_01	B01_Th1	0.169535971272775	0.450316381244615	0.770738141308422	0.346482254336773
NFE2L1_TARGET_GENES	B01_Th1	0.174714556602511	6.01928960542081e-06	0.757670909620497	5.22045476100974
SRF_Q5_01	B01_Th1	0.215926471409113	0.719744070855407	0.665694112264287	0.142821904088484
MORC2_TARGET_GENES	B01_Th1	0.261657342024141	5.57976588568309e-06	0.582267074584417	5.25338402269127
STAT5A_01	B01_Th1	0.264871216941558	0.771765625859641	0.576965233105647	0.112514568640922
MAFG_TARGET_GENES	B01_Th1	0.282948926283115	0.140483816771031	0.548291949759058	0.852373702035355
PRDM4_TARGET_GENES	B01_Th1	0.314124737321998	0.00115440816357864	0.502897861565797	2.93764061072206
STAT5B_01	B01_Th1	0.424642653716734	0.913515203670483	0.371976384773333	0.039284220270667
TFEB_TARGET_GENES	B01_Th1	0.431450773485584	0.538143727942673	0.36506874809046	0.269101717054753
TGGAAA_NFAT_Q4_01	B01_Th1	0.450259629393381	0.911670450901022	0.346536990451371	0.0401621213423286
SNRNP70_TARGET_GENES	B01_Th1	0.589980520176846	0.00111016752836578	0.229162327543224	2.95461147963233
TAF9B_TARGET_GENES	B01_Th1	0.620170969003398	0.0450930034960085	0.207488567503275	1.34589083680918
HES2_TARGET_GENES	B01_Th1	0.724483401712347	0.511823931952321	0.139971559988958	0.290879411157236
NF1_Q6	B01_Th1	0.797704897509022	0.664763694382392	0.0981577415897207	0.1773327072744
BACH2_TARGET_GENES	B02_Th2	8.42269681472448e-06	0.0127848690366068	5.07454883198826	1.8933037163643
IRF7_01	B02_Th2	1.18376996532182e-05	2.48620984359436e-07	4.92673268316842	6.60446221838585
AML1_01	B02_Th2	0.000190235283011716	0.554956193697542	3.72070893116199	0.255741297212977
RYTTCCTG_ETS2_B	B02_Th2	0.00174770564757157	0.10526152870212	2.75753171037437	0.977730327059818
HES2_TARGET_GENES	B02_Th2	0.00232772627270867	0.0184151109162552	2.63306809156579	1.73482566099736
IRF1_01	B02_Th2	0.00269103508008223	0.00180433987015209	2.570080640777	2.74368165425016
STAT5B_01	B02_Th2	0.00551869016859492	0.242325805286569	2.25816398749782	0.615600335359738
ZNF318_TARGET_GENES	B02_Th2	0.00574809924682918	2.91790927346049e-07	2.2404757419334	6.53492821574895
SRF_Q5_01	B02_Th2	0.00733997202617164	0.942013012288112	2.13430559524775	0.0259430981350491
IRF2_01	B02_Th2	0.00885108309928008	0.00243529522500779	2.05300358181525	2.61344838277792
STAT5A_01	B02_Th2	0.0102614177998064	0.261766105998679	1.9887926294686	0.582086587467037
BCL6B_TARGET_GENES	B02_Th2	0.0115041866792918	0.395239327242357	1.9391440795752	0.40313984861228
TERF1_TARGET_GENES	B02_Th2	0.0148848387800371	0.449969097105364	1.82725586490167	0.346817311596802
MAML1_TARGET_GENES	B02_Th2	0.023007204358867	0.161349574952436	1.6381361499224	0.792232174332309
TATA_01	B02_Th2	0.0253355549125084	0.000551643192632526	1.59626957912539	3.25834173671741
TGGAAA_NFAT_Q4_01	B02_Th2	0.0283095391564391	0.347021534620972	1.54806720034329	0.459643573978957
PHF2_TARGET_GENES	B02_Th2	0.0374758947413074	5.00734557249299e-05	1.42624798952508	4.30039243555377
ZNF84_TARGET_GENES	B02_Th2	0.043558579370702	0.005641150920509	1.36092629286314	2.24863228122346
NAB2_TARGET_GENES	B02_Th2	0.0530401353426765	0.0149881194188799	1.2753953764113	1.82425285529308
MAFG_TARGET_GENES	B02_Th2	0.0568312370310682	0.271128230126605	1.24541289067496	0.56682526091485
TFEB_TARGET_GENES	B02_Th2	0.0646058523050007	0.0665061181660889	1.18972813976577	1.1771384003578
IRF9_TARGET_GENES	B02_Th2	0.0687911023640989	0.0481322161866012	1.16246773100963	1.3175641413259
PSMB5_TARGET_GENES	B02_Th2	0.0803087456161813	0.0237778405966735	1.09523715751048	1.62382758872203
FOXE1_TARGET_GENES	B02_Th2	0.251680734491826	0.00069263890373469	0.599150027296752	3.15949311890438
NF1_Q6	B02_Th2	0.303704816113747	0.776455024784899	0.517548321038468	0.109883695187744
PPARGC1A_TARGET_GENES	B02_Th2	0.353210592891112	0.465089552430178	0.451966280278012	0.332463416181635
GATTGGY_NFY_Q6_01	B02_Th2	0.428701859968548	0.922307605961617	0.367844632252548	0.0351242098664648
HOXA2_TARGET_GENES	B02_Th2	0.475008654799076	0.0421886220171266	0.323298477328317	1.37480465949917
ELF1_Q6	B02_Th2	0.600145051440189	0.0411714565603009	0.221743770571869	1.38540376829735
NFE2L1_TARGET_GENES	B02_Th2	0.621169045005149	0.0934837362751043	0.206790194795404	1.02926393843606
PRDM4_TARGET_GENES	B02_Th2	0.639356031757756	0.0391205072986731	0.194257233284152	1.40759552209543
TAF9B_TARGET_GENES	B02_Th2	0.68986717065878	0.00450460642636598	0.16123452173115	2.34634314793116
SETD7_TARGET_GENES	B02_Th2	0.737550828211017	0.226479522678161	0.132208044975664	0.644971058948761
KAT5_TARGET_GENES	B02_Th2	0.768792443805594	0.118539857465819	0.114190893848436	0.926135599299173
BARX2_TARGET_GENES	B02_Th2	0.792484307690591	0.834762391732517	0.101009328669654	0.0784371252881364
ZFHX3_TARGET_GENES	B02_Th2	0.863583725483444	0.0770613994461738	0.0636955506816399	1.11316310840072
E2F5_TARGET_GENES	B02_Th2	0.950229875371416	0.234608328820295	0.022171319417776	0.629656574076893
ASH1L_TARGET_GENES	B02_Th2	0.956753483615884	0.996492055429675	0.019199947799673	0.00152615937875396
SNRNP70_TARGET_GENES	B02_Th2	0.972563691929767	5.16618488718772e-05	0.0120819476908134	4.28683005537358
HSD17B8_TARGET_GENES	B02_Th2	0.99375555919808	0.997001829151975	0.00272042882875943	0.00130404490812303
NFRKB_TARGET_GENES	B02_Th2	0.999504127348867	0.326773959444006	0.00021540816803848	0.485752559607121
MORC2_TARGET_GENES	B02_Th2	0.999764735742264	0.285239939790712	0.000102185989750711	0.544789663896346
IRF7_01	B03_TH17	2.22370972083713e-09	2.7655905199346e-07	8.65292190542925	6.55821212216508
BACH2_TARGET_GENES	B03_TH17	1.43700241928217e-06	0.0320867521562949	5.84254250070362	1.49367424027389
BCL6B_TARGET_GENES	B03_TH17	7.02725155825974e-06	0.153884789245273	5.15321449951407	0.812804305921058
STAT5B_01	B03_TH17	0.000111290717212493	0.170126353101334	3.95354105876969	0.769228407610176
STAT5A_01	B03_TH17	0.000116469256472061	0.252970434447015	3.9337886970119	0.596930233396609
ZNF318_TARGET_GENES	B03_TH17	0.000124984001330302	1.77275119958603e-11	3.90314557562114	10.7513522120748
HES2_TARGET_GENES	B03_TH17	0.000401464481341862	0.0492469136686599	3.39635287190357	1.30762098178912
IRF1_01	B03_TH17	0.0010195881621727	0.0101601373663125	2.99157521550654	1.99310042029735
IRF2_01	B03_TH17	0.00112024932192829	0.0203200841008317	2.95068531028739	1.69207449892495
ELF1_Q6	B03_TH17	0.00601391280475607	0.242031775663268	2.22084287299104	0.616127612989422
PRDM4_TARGET_GENES	B03_TH17	0.00776343442901624	0.0365070345397228	2.109946110752	1.43762344328529
AML1_01	B03_TH17	0.00799833721067026	0.0340703354359437	2.09700028991916	1.46762359060993
TERF1_TARGET_GENES	B03_TH17	0.00827549761966726	0.171240283576351	2.08220588190538	0.766394061639279
RYTTCCTG_ETS2_B	B03_TH17	0.0174107807292685	0.555264928659108	1.75918175393661	0.255499756332633
TGGAAA_NFAT_Q4_01	B03_TH17	0.0345336073927906	0.903665674611219	1.46175805272634	0.0439922139128137
MAML1_TARGET_GENES	B03_TH17	0.0482597138259833	0.847681559339529	1.3164152577311	0.0717672644824171
MAFG_TARGET_GENES	B03_TH17	0.0565599621897895	0.107978023939032	1.24749088953597	0.966664624634983
NF1_Q6	B03_TH17	0.0859712907710588	0.605570353173768	1.06564655272505	0.217835394684014
PSMB5_TARGET_GENES	B03_TH17	0.093543200593026	0.000583836964603412	1.02898777472995	3.23370841189155
NAB2_TARGET_GENES	B03_TH17	0.124017125013855	0.130078710069805	0.906518340761127	0.885793778425464
IRF9_TARGET_GENES	B03_TH17	0.124085682445005	0.0825138347823913	0.906278326429127	1.08347322883283
FOXE1_TARGET_GENES	B03_TH17	0.134848299799303	4.11696982922884e-05	0.870154524868752	4.38542231567131
TFEB_TARGET_GENES	B03_TH17	0.221158706152579	0.115598743023356	0.655295959484066	0.937046888242378
SRF_Q5_01	B03_TH17	0.257476104619957	0.58596646245486	0.589263069975159	0.232127239933443
TATA_01	B03_TH17	0.303006764998093	0.00144887372016053	0.518547675231872	2.83896946478925
PHF2_TARGET_GENES	B03_TH17	0.358555221759	0.00095441903863037	0.445443948341161	3.02026090599986
PPARGC1A_TARGET_GENES	B03_TH17	0.393506075269323	0.645979077586279	0.405048558258981	0.189781548004878
HOXA2_TARGET_GENES	B03_TH17	0.684296925308304	0.00515594568448258	0.164755411376825	2.28769166638724
TAF9B_TARGET_GENES	B03_TH17	0.729767683898952	1.00574361891431e-05	0.136815372288313	4.99751271419204
NFE2L1_TARGET_GENES	B03_TH17	0.852454007095298	0.242759086449442	0.0693290434246794	0.614824505514709
SNRNP70_TARGET_GENES	B03_TH17	0.870522840879528	1.40849253518048e-05	0.0602198293280365	4.851245450374
E2F5_TARGET_GENES	B03_TH17	0.917549041994618	0.351208471274926	0.0373707138895638	0.454435017300146
ZNF84_TARGET_GENES	B03_TH17	0.96507751991755	0.00780270594894095	0.0154378005212204	2.10775475950233
KAT5_TARGET_GENES	B03_TH17	0.966918990490798	0.00157151431893029	0.0146099100499653	2.80368165753276
ASH1L_TARGET_GENES	B03_TH17	0.970298348088662	0.808237900825246	0.0130947079953371	0.0924607879773544
SETD7_TARGET_GENES	B03_TH17	0.975054806547857	0.0840098085890124	0.0109709724939254	1.07567000480246
GATTGGY_NFY_Q6_01	B03_TH17	0.977895800975386	0.55542087947866	0.00970741870143598	0.25537779820491
ZFHX3_TARGET_GENES	B03_TH17	0.989458267511947	0.00122064920704764	0.00460251835650871	2.91340912666313
NFRKB_TARGET_GENES	B03_TH17	0.995760646930636	0.0215193874308247	0.0018450413047711	1.66717009542196
BARX2_TARGET_GENES	B03_TH17	0.995877965466063	0.157328826534176	0.00179387660822155	0.803191696590058
HSD17B8_TARGET_GENES	B03_TH17	0.999318721255529	0.993275072730538	0.000295976432039528	0.00293046346254601
MORC2_TARGET_GENES	B03_TH17	0.999982910726573	0.0916578112604031	7.42184056620655e-06	1.03783051768777
BACH2_TARGET_GENES	B04_Tfh	1.16109412275786e-07	0.00513034656384784	6.93513257325239	2.28985329654842
IRF7_01	B04_Tfh	9.7520496105016e-06	3.14485046165938e-07	5.01090409804674	6.5024000005272
RYTTCCTG_ETS2_B	B04_Tfh	1.13498422542484e-05	0.681182113381464	4.94501017446958	0.166736764352591
IRF2_01	B04_Tfh	3.80129481432332e-05	0.000276084155032321	4.42006844682187	3.55895851758925
TERF1_TARGET_GENES	B04_Tfh	4.44051946639019e-05	0.00328649466829621	4.35256622173437	2.48326706794208
IRF1_01	B04_Tfh	4.94471584274786e-05	0.000169813531857695	4.30585866088631	3.77002770527599
AML1_01	B04_Tfh	6.63146317176612e-05	0.0145961186541791	4.17839063791256	1.83576261484385
STAT5B_01	B04_Tfh	0.00121002250119862	0.262586462630985	2.91720655360459	0.580727667264849
ZNF318_TARGET_GENES	B04_Tfh	0.00155343447598296	2.07060195850122e-09	2.8087070606061	8.68390337954255
STAT5A_01	B04_Tfh	0.00217520024951207	0.469135951811558	2.66250075560366	0.328701284010657
TGGAAA_NFAT_Q4_01	B04_Tfh	0.00347791828953872	0.227422883014426	2.4586806255591	0.643165839266117
MAML1_TARGET_GENES	B04_Tfh	0.00375662413109001	0.352552929229312	2.42520225608371	0.452775672582907
HES2_TARGET_GENES	B04_Tfh	0.00400519648770951	0.00594718587885781	2.39737617335382	2.22568848744646
TATA_01	B04_Tfh	0.0145680364141164	0.0118475845327283	1.83659898165369	1.92637018391858
BCL6B_TARGET_GENES	B04_Tfh	0.0224414527790945	0.248075564724943	1.64894903184005	0.605416011333379
NAB2_TARGET_GENES	B04_Tfh	0.0396641219412201	0.0283245680525046	1.40160215540286	1.54783670437168
PPARGC1A_TARGET_GENES	B04_Tfh	0.0441530781623001	0.973035654523487	1.35503901389159	0.0118712457757337
PSMB5_TARGET_GENES	B04_Tfh	0.0570370988853069	0.0431531192952672	1.24384257239435	1.36498780611889
MAFG_TARGET_GENES	B04_Tfh	0.0578935259803458	0.113005312689538	1.23736999910871	0.946901138662474
PRDM4_TARGET_GENES	B04_Tfh	0.0609922592335605	0.000749642777235056	1.21472527950512	3.12514563905322
IRF9_TARGET_GENES	B04_Tfh	0.0741143755821199	0.147122049764463	1.1300975459955	0.832322232959796
PHF2_TARGET_GENES	B04_Tfh	0.138345058280518	0.000400539245272322	0.859036349351597	3.39735492484769
ELF1_Q6	B04_Tfh	0.143934663695241	0.00885278472208625	0.841834602598023	2.0529200966238
TFEB_TARGET_GENES	B04_Tfh	0.172278770712442	0.000239185668977884	0.763768235787472	3.62126484504431
ZNF84_TARGET_GENES	B04_Tfh	0.277678133268314	0.0108211887486024	0.556458318934727	1.9657250277137
SRF_Q5_01	B04_Tfh	0.279325929629432	0.877213254764958	0.553888747176603	0.0568948147193328
NF1_Q6	B04_Tfh	0.393330067537353	0.328093772523486	0.405242853319625	0.484002012784795
GATTGGY_NFY_Q6_01	B04_Tfh	0.516631703976994	0.365827673451176	0.286818946130608	0.436723444916038
FOXE1_TARGET_GENES	B04_Tfh	0.568231348951307	0.000145331944292599	0.245474810210051	3.83763891629242
NFE2L1_TARGET_GENES	B04_Tfh	0.749819269523557	0.0449556694182426	0.125043402884572	1.34721553103206
HSD17B8_TARGET_GENES	B04_Tfh	0.753098746078481	0.994614105941374	0.123148075505349	0.00234538575424714
HOXA2_TARGET_GENES	B04_Tfh	0.79531171358844	0.0234073117157644	0.0994626210813067	1.63064846131618
TAF9B_TARGET_GENES	B04_Tfh	0.841240529961149	0.000405791746942845	0.0750798116936911	3.39169678996317
ZFHX3_TARGET_GENES	B04_Tfh	0.948758609679522	0.00884504716521878	0.022844269995708	2.05329984692162
E2F5_TARGET_GENES	B04_Tfh	0.963820168705057	0.262143842670773	0.0160039899816182	0.581460338696057
BARX2_TARGET_GENES	B04_Tfh	0.971410878637351	0.61735411756979	0.0125970372581674	0.20946565089331
SNRNP70_TARGET_GENES	B04_Tfh	0.989879107128402	0.000677201399517176	0.00441784208222783	3.16928215304101
KAT5_TARGET_GENES	B04_Tfh	0.99050605680308	0.00551171949377808	0.00414286446858078	2.2587128929517
ASH1L_TARGET_GENES	B04_Tfh	0.993800215065653	0.987324190013143	0.00270091360596576	0.00554022238986594
SETD7_TARGET_GENES	B04_Tfh	0.997355100543012	0.11822938145415	0.0011501869752105	0.927274582526315
MORC2_TARGET_GENES	B04_Tfh	0.999979202221199	0.0787028609346989	9.03245449695723e-06	1.10400948027665
NFRKB_TARGET_GENES	B04_Tfh	0.999999243267606	0.65041922708372	3.28644827326479e-07	0.186806629017708
ZNF318_TARGET_GENES	B09_Fra1	1.35527410732558e-07	1.79764264621878e-06	6.86797285884142	5.74529663751939
IRF2_01	B09_Fra1	0.000211277129693218	0.000190788928822851	3.67514751187149	3.71944683031665
IRF1_01	B09_Fra1	0.000270492275200239	1.24992059561749e-05	3.56784513309277	4.90311757577635
IRF7_01	B09_Fra1	0.0010779281950932	7.89416305888501e-09	2.96741016819699	8.10269390722317
PSMB5_TARGET_GENES	B09_Fra1	0.00147814925002942	3.37727000581722e-05	2.83028171263152	4.47143421702259
